"Keywords"	"Section"	"Description"
"Lantana"	"state"	"California,Florida"
"Lantana"	"References_Used"	"Ross, I. A. (1999). Medicinal plants of the world: Chemical constituents, traditional, and modern medicinal uses. Totowa, N.J.: Humana Press.
https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lantana"
"Larkspur"	"Class"	"Plants"
"Larkspur"	"Category"	"Plants"
"Larkspur"	"Scientific_name"	"Delphinium tricorne Michx"
"Larkspur"	"Description"	"Dwarf larkspur is an erect, little-branched herb 1 to 3 feet tall. Its leaves, alternately placed and slender-stalked, are deeply divided into 5 to 7 nearly separate lobes, each lobe itself again rather deeply lobed or toothed. Its stout stem ends in a flower-bearing part that carries several blue or white, spurred blossoms 1 to 1 1/2 inches long. Three short-pointed rather fragile, widely spreading pods about 1/2 inch long develop from each blossom. These pods contain numerous small, dark seeds.
The rocket larkspur (Delphinium ajacis L.), which is cultivated and sometimes escapes, may be recognized from the above general description. It is supposed, in common with all other larkspurs, to be poisonous."
"Larkspur"	"Clinical_Signs"	"Symptoms of larkspur poisoning vary according to the amount eaten and the animal's tolerance of the poison. Small amounts may cause loss of appetite, excitability, staggering, or muscular incoordination, and constipation. Severe symptoms include slobbering, nausea, vomiting, colic, bloating, and convulsive movements. Fatal poisoning brings convulsions and paralysis of the respiratory system. Autopsies reveal inflammation, or at least congestion of the windpipe, stomach and small intestine, congestion of the superficial blood vessels, and dark, extremely congested kidneys."
"Larkspur"	"Toxic_Principle"	"Although larkspurs contain several other alkaloids, the main poison is the glucoside delphinin. "
"Larkspur"	"Conditions_of_Poisoning"	"Larkspurs are among the early spring plants, blossoming in late April and May. Animals turned out to graze in woods in the spring may eat the plant, especially if other herbage is scant. Cattle are the animals most often poisoned. Horses are susceptible to the poisoning but generally avoid larkspurs. Sheep, although seemingly resistant, can be poisoned by large amounts. Fatal poisoning of an animal may result from a single day's consumption of 1 percent or less of the animal's body weight of larkspur plants."
"Larkspur"	"Control"	"Animals, especially cattle, should not be grazed in woodland pastures infested with larkspurs until there is an abundance of other herbage for them to browse. Heavily infested pastures probably should not be used until the larkspurs have been destroyed. In woods, where it is hard to use chemical weed-killers, the only way to eliminate the plant is to dig it out by the roots. "
"Larkspur"	"Animals_Affected"	"Cattle, horses, sheep, dogs, cats"
"Larkspur"	"Distribution"	"The dwarf larkspur occurs principally in the southern third of Illinois, where it is most often found in ravines and along streams in wooded sections. Northward it becomes less frequent and probably does not grow in the northernmost two or three tiers of counties.
The rocket larkspur, also, is most abundant in southern counties, where it is most often found in open woods and fallow fields."
"Larkspur"	"state"	"Illinois"
"Larkspur"	"References_Used"	"https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/larkspur"
"Lily of the Valley"	"Class"	"Plants"
"Lily of the Valley"	"Category"	"Plants"
"Lily of the Valley"	"Scientific_name"	"Convallaria majalis"
"Lily of the Valley"	"Description"	"Lily of the Valley is perennial that originally grew in Europe. The leaves are oval or oblong shaped and dull green in color. The plant has an arched stem with typically 5-18 white, bell-shaped flowers growing on it. Lily of the Valley does occasionally grow small, red berries. It is a popular potted house plant."
"Lily of the Valley"	"Clinical_Signs"	"Vomiting, salivation, limited diarrhea, irregular pulse or decreased heart rate, seizures."
"Lily of the Valley"	"Toxic_Principle"	"There are 38 different cardenolides which have been identified in Lily of the Valley, with a large concentration of them found in the plant's roots. All parts of the plant, including the bulb and roots, are toxic. "
"Lily of the Valley"	"Conditions_of_Poisoning"	"Lily of the Valley is poisonous when eaten, though it's more common for children to get poisoned than for animals. There have been few reports of animals getting poisoned from consuming Lily of the Valley. "
"Lily of the Valley"	"Animals_Affected"	"All animals, people"
"Lily of the Valley"	"Distribution"	"While it is native to Europe, Lily of the Valley has been introduced in North America and has now become naturalized in some parts."
"Lily of the Valley"	"state"	""
"Lily of the Valley"	"References_Used"	"Burrows, George E., & Tyrl, Ronald J. (2013). Toxic plants of North America. Hoboken: Wiley-Blackwell."
"Lone Star Tick"	"Class"	"Bugs"
"Lone Star Tick"	"Category"	"Ticks"
"Lone Star Tick"	"Clinical_Signs"	"Look of bite: leaves a bull's eye lesion around the bite
Feeling of bite: itch, swell, turn red or be lighter or darker than the skin around it
Diseases lone star ticks spread include:
Alpha-gal syndrome (“red meat allergy”)
Bourbon virus disease
Ehrlichiosis
Heartland virus disease
Southern tick-associated rash illness (STARI), which has symptoms similar to Lyme disease
Tularemia
Many of these illnesses can be severe if not treated right away."
"Lone Star Tick"	"Treatment"	"Cure: There’s no single cure for lone star tick diseases, as they have different causes. Diseases caused by bacteria are treated with antibiotics. Those caused by viruses don’t have a specific treatment.
If your symptoms are severe, you may need to be treated in the hospital with IV (intravenous) fluids, IV antibiotics or pain medications. Getting rest, drinking fluids and taking over-the-counter medications (if recommended by your provider) can help your symptoms while you recover."
"Lupine"	"Class"	"Plants"
"Lupine"	"Category"	"Plants"
"Lupine"	"Scientific_name"	"Lupinus"
"Lupine"	"Description"	"Lupine is a herbaceous perennial, 12-26 inches tall. Leaves are alternate, palmately divided into 10-15 narrowly oblong leaflets. The leaflets are smooth or hairy above, and very hairy beneath. Bonnet-shaped flowers are born in racemes on a single center stalk 4-10 inches long. The flowers bloom in early to mid summer displaying their wide range of colors from deep blue, purple, light blue, lavender, rose, pink, yellow, and white. The fruit is a pod about one inch long containing several somewhat flattened seeds. The seeds are cream-colored and irregularly circular, and no more than 1/4 inch in diameter. "
"Lupine"	"Clinical_Signs"	"Signs include characteristic labored breathing (snores) in sheep, with depression, salivation, ataxa, clonic spasms, head pressing tremors, seizures and coma, and frequently death. Death may be preceded only by coma and no other signs or alternatively, preceded by violent attacks on other animals or objects. Signs may appear as early as one hour after ingestion or as late as 24 hours after consumption. Death may occur within one day or occur several days later and is a result of respiratory paralysis. Cattle under range conditions rarely display clinical signs. Consumption of the plant may also affect the flavor and odor of the milk produced by the poisoned animal."
"Lupine"	"Toxic_Principle"	"More than a dozen quinolizidine alkaloids, but some piperidine alkaloids and other types of alkaloids have also been isolated from species of Lupinus. These alkaloids are largely nicotinic in effect. The nitrogen oxides of some of these bases have also been detected in some lupines. The alkaloids are present in the foliage but the greatest concentration is in the seeds."
"Lupine"	"Conditions_of_Poisoning"	"Poisoning varies depending on the lupine species and varieties, and it is difficult to pin point to specific plant or animal since different animals become susceptible in different ways under varying range conditions.
Species and taxonomic differentiation between species are insufficiently characterized. Different lupines produce varying syndromes in a a given species of livestock. Seasonal variation in toxicity in a given species of lupine exist and many species are acceptable forage under range conditions. Plants which are in the preflowering stage of maturity are unlikely to be hazardous, under normal range circumstances, except in the case of L. leucophyllus which may cause toxicosis as a result of consumption of young plants. Alkaloids are not lost upon drying. Range hay may be highly toxic if the seeds are retained, and this occurs when the majority of the pods are immature; mature pods open when drying and the seeds are dropped as the hay is bundled. For many lupines, the time and degree of seeding varies year to year.
Most losses occur under conditions in which animals consume large amounts of pods in a brief period, such as trailing animals through an area where the grass is covered by snow but the lupine is not or when feeding podded lupine hay, which is apparently palatable. Most cases of serious poisoning therefore occur in the fall because lupine remains green after other forage has dried."
"Lupine"	"Animals_Affected"	"Sheep, cattle, horses"
"Lupine"	"Distribution"	"Lupines thrive in dry open fields and prairie/wooded areas. The horticultural variety of lupine has been a favorite of many gardeners for ages. Though Lupine in Illinois is most frequently seen in flower gardens, most of the approximately 100 native species are found throughout the U.S. and Canada, mainly in states west of the Rockies. A blue wild variety of lupine covers Texas open ranges in early summer, earning the rank of the State Flower. A different wild variety is also widely encountered in early summer by the visitors of the Olympic National Park in the State of Washington. "
"Lupine"	"state"	"Illinois,Texas,Washington"
"Lupine"	"References_Used"	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
"Maple, Red"	"Class"	"Plants"
"Maple, Red"	"Category"	"Plants"
"Maple, Red"	"Scientific_name"	"Acer rubrum"
"Maple, Red"	"Description"	"Trees are large and can reach heights of approximately 100 feet when mature. Leaves have three to five lobes and are simple and opposite with red petiole, shiny green topside and white/gray underside. Leaves turn red during the fall. "
"Maple, Red"	"Clinical_Signs"	"Consumption of the wilted leaves is known to cause oxidative damage to equine erythrocytes that may result in intravascular or extravascular hemolysis, Heinz body formation, and/or methemoglobinemia. After consumption, horses exhibit clinical signs within 1 to 2 days. Symptoms include destruction of red blood cells (anemia), weakness, dark urine, difficulty breathing, abortion, and death. The fatality rate after consumption has been reported to be between 50-65%."
"Maple, Red"	"Toxic_Principle"	"Pyrogallol."
"Maple, Red"	"Conditions_of_Poisoning"	"Poisoning usually occurs when horses consume wilted or dried leaves of the red maple. Most poisonings occur in the fall when the bulk of the leaves drop. "
"Maple, Red"	"Control"	"Maintain a good feeding program for horses and remove red maple leaves and fallen branches from horse enclosures. Do not plant red maple trees in or near horse enclosures."
"Maple, Red"	"Animals_Affected"	"Horses, alpacas, zebras"
"Maple, Red"	"Distribution"	"Red maple trees are common throughout most of eastern North America and south to Florida and Texas. They adapt to moist or dry areas and are often planted as ornamental trees."
"Maple, Red"	"state"	"Florida,Texas"
"Maple, Red"	"References_Used"	"Wilson, D. A., DVM. (2012). Clinical veterinary advisor: The horse. St. Louis, MO: Elsevier Saunders.
Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia.
Burrows, George E., & Tyrl, Ronald J. (2013). Toxic plants of North America. Hoboken: Wiley-Blackwell.
https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/red-maple"
"Martha's Recluse"	"Class"	"Bugs"
"Martha's Recluse"	"Category"	"Spider"
"Martha's Recluse"	"Scientific_name"	"Loxosceles martha"
"Martha's Recluse"	"state"	"California"
"Mayapple"	"Class"	"Plants"
"Mayapple"	"Category"	"Plants"
"Mayapple"	"Scientific_name"	"Podophyllum peltatum"
"Mayapple"	"Description"	"Mayapple is a perennial herb of the Barberry family. Leaves are umbrella-shaped and are about 8 inches wide with 5-9 lobes. Plants that have a single leaf do not flower, while those with two leaves develop a single flower in the axil of the leaf stalks. The flower appears at the end of the downward-curved flower stalk about 1 inch long. The flower, with 6 or more white petals and about 1.5-2 inches across, blooms in April to May, and is eventually replaced by a green ovoid fruit. The plant withers away by mid-summer.
Although the creeping, fleshy rhizome has been used to prepare medicine commercially, it is poisonous by contact. The green leaves and unripened fruit are poisonous but the fruit becomes edible as it ripens and turns greenish-yellow in color. "
"Mayapple"	"Clinical_Signs"	"General signs include purgation, catharsis, and other signs referable to gastroenteritis.
Affected cattle may show the following signs: hypersalivation, anorexia, lacrimation, diarrhea, and excitation which lasts about 1 day. The muzzle and intermandibular area as well as the eyelids may become swollen.
When swine consume mayapple shoots or leaves, death may occur after few signs.
Experimental studies with a podophyllotoxin from a plant in the same family, also termed mayapple, show evidence of degenerative changes in the liver, intestine, testis and pancreas in orally exposed animals. "
"Mayapple"	"Toxic_Principle"	"The toxic principles include the bitter resinous substance podophyllin, which is extractable with alcohol and precipitated in water. Podophyllin is actually a mixture of at least 16 physiologically active compounds, which are divisible into two groups, the lignans and flavonols. One of the active lignans is podophyllotoxin."
"Mayapple"	"Conditions_of_Poisoning"	"Poisoning of livestock occurs primarily in the spring, but the plant is usually avoided and seldom eaten in harmful amounts by livestock. The root is the most toxic part and handling of it may cause dermatitis or other skin problems in humans. "
"Mayapple"	"Animals_Affected"	"Cattle, swine, dogs, cats"
"Mayapple"	"Distribution"	"Mayapple is found throughout the eastern and midwestern states of the U.S., from New York to Georgia and as far west as eastern Kansas and northeastern Oklahoma. Mayapple grows in colonies in damp meadows, woodlands, pastures, and along roadsides, and is a familiar spring woodland plant in all counties of Illinois. "
"Mayapple"	"state"	"Georgia,Illinois,Kansas,New York,Oklahoma"
"Mediterranean Recluse"	"Class"	"Bugs"
"Mediterranean Recluse"	"Category"	"Spider"
"Mediterranean Recluse"	"Scientific_name"	"Loxosceles rufescens"
"Mediterranean Recluse"	"state"	"Hawaii,Texas"
"Midget Faded Rattlesnake"	"Class"	"Animals"
"Midget Faded Rattlesnake"	"Category"	"Snake"
"Midget Faded Rattlesnake"	"Scientific_name"	"Crotalus oreganus concolor"
"Midget Faded Rattlesnake"	"Distribution"	"In the United States, the Midget Faded Rattlesnake is found in Colorado, Utah, and Wyoming"
"Midget Faded Rattlesnake"	"state"	"Colorado,Utah,Wyoming"
"Milkweed, Common"	"Class"	"Plants"
"Milkweed, Common"	"Category"	"Plants"
"Milkweed, Common"	"Scientific_name"	"Asclepias syriaca"
"Milkweed, Common"	"Description"	"Common milkweed is an herbaceous perennial that can grow from 2 to 6 feet tall, though typically only grows to 3-4 feet. The stems of the plant are stout and leaves are light green, simple, and oblong, and are alternate and opposite. Stems and leaves produce a milky juice when injured. Flowers are dusty pink or lavender and fragrant, and grow in domed, drooping umbels in the leaf axis. Seed pods are 2 to 4 inches long and have a warty appearance, and split open when ripe to release numerous silky-tailed seeds which are dispersed by the wind."
"Milkweed, Common"	"Clinical_Signs"	"Signs of poisoning usually begin within 8-10 hours after ingestion and severity is influenced by how much of the plant was consumed. Symptoms include vomiting, stupor, weakness, spasms, and rapid and/or weak pulse."
"Milkweed, Common"	"Toxic_Principle"	"Cardiac glycosides and resinoids. The cardiac glycosides affect myocardial conduction and contractility in the poisoned animal."
"Milkweed, Common"	"Conditions_of_Poisoning"	"All parts of the plant are poisonous when eaten and toxicity is retained when dried."
"Milkweed, Common"	"Control"	"Milkweeds tend to grow singly or in small groups and can be controlled by digging out individual plants or selectively spraying an herbicide such as 2,4-dichlorophenoxyacetic acid (2,4-D). Care should be taken not to include milkweed when making hay, as toxicity is not reduced by drying."
"Milkweed, Common"	"Animals_Affected"	"Milkweed species are known to affect sheep, goats, cattle, horses, domestic fowl, cats, and dogs"
"Milkweed, Common"	"Distribution"	"Common milkweed can be found in all parts of the central to eastern United States. The plant can be found in fields, open woods, and by roadsides and railroad tracks."
"Milkweed, Common"	"state"	""
"Mojave Desert Sidewinder"	"Class"	"Animals"
"Mojave Desert Sidewinder"	"Category"	"Snake"
"Mojave Desert Sidewinder"	"Scientific_name"	"Crotalus cerastes cerastes"
"Mojave Desert Sidewinder"	"Size"	"The average size of a mature Mojave Desert Sidewinder is 1.5 - 2 feet, with some getting as large as 2.5 feet in length."
"Mojave Desert Sidewinder"	"Description"	"The Mojave Desert Sidewinder looks as if it has horns over its eyes and is sometimes called the horned rattlesnake. These horns are actually upturned scales, and are not truly horns. The body is typically a sandy tan, gray, or cream color and is patterned with dark blotches of brown or grey on the back and sides. There is a dark cheek-stripe on both sides of the head that starts at the eye and runs diagonally down and backwards above the mouthline. The tail often has a few to several rings. The end of the tail has a rattle on it. The bottom of the rattle is black.
The Sidewinder gets its name from the unique sidewinding motion it uses to move. The sidewinding motion is used to move across loose sand without slipping. The sidewinder leaves a series of J marks in the sand.
The Mojave Desert Sidewinder has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head."
"Mojave Desert Sidewinder"	"Distribution"	"In the United States, the Mojave Desert Sidewinder is found in Arizona, California, Nevada, and Utah."
"Mojave Desert Sidewinder"	"state"	"Arizona,California,Nevada,Utah"
"Mojave Rattlesnake"	"Class"	"Animals"
"Mojave Rattlesnake"	"Category"	"Snake"
"Mojave Rattlesnake"	"Scientific_name"	"Crotalus scutulatus"
"Mojave Rattlesnake"	"Size"	"The average size of a mature Mojave Rattlesnake is 3 - 4 feet in length, with some getting as large as 5 feet."
"Mojave Rattlesnake"	"Description"	"The Mojave Rattlesnake is a heavy, thick-bodied snake. The body of the snake is brown, grey, or sometimes olive-greenish or even yellow. Diamond-shaped blotches outlined in a cream color form a pattern along the snake's back. The diamond pattern fades into a banding pattern at the tail end of the Mojave Rattlesnake. The end of the tail ends in a series of black and white rings, with the white rings being wider than the black stripes. The end of the tail has a rattle on it.
There is a cheek-stripe on both sides of the head that starts at the eye and runs diagonally down and backwards above the mouthline. This stripe is outlined on both sides by cream-colored edges.
The Mojave Rattlesnake has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Mojave Rattlesnake has a large, triangular head that is wider than the neck when viewed from above."
"Mojave Rattlesnake"	"Distribution"	"In the United States, the Mojave Rattlesnake is found in Arizona, California, Nevada, New Mexico, Texas, and Utah."
"Mojave Rattlesnake"	"state"	"Arizona,California,Nevada,New Mexico,Texas,Utah"
"Mottled Rock Rattlesnake"	"Class"	"Animals"
"Mottled Rock Rattlesnake"	"Category"	"Snake"
"Mottled Rock Rattlesnake"	"Scientific_name"	"Crotalus lepidus lepidus"
"Mottled Rock Rattlesnake"	"Size"	"The average size of a mature Mottled Rock Rattlesnake is 1.5 - 2 feet, with some getting as large as 2.5 feet."
"Mottled Rock Rattlesnake"	"Description"	"The Mottled Rock Rattlesnake is a slender snake. The body color of the snake varies greatly based on the rock and mold colors that are common in the areas it is found. The body may be greenish, brown, grey, pinkish, or blue-grey. There are widely spaced dark blotches that sometime form crossbands. These blotches usually have serrated, saw-like edges. There are often small spots between the blotches.
The Mottled Rock Rattlesnake has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Banded Rock Rattlesnake has a relatively small triangular head that is only slightly wider than the neck when viewed from above. The end of the tail has a rattle on it."
"Mottled Rock Rattlesnake"	"Distribution"	"In the United States, the Mottled Rock Rattlesnake is found in New Mexico and Texas."
"Mottled Rock Rattlesnake"	"state"	"New Mexico,Texas"
"Nightshade, Solanum"	"Class"	"Plants"
"Nightshade, Solanum"	"Category"	"Plants"
"Nightshade, Solanum"	"Scientific_name"	"Solanum"
"Nightshade, Solanum"	"Description"	"About 1,500 Solanum species exist in the world, and they include some of the most common garden plants such as potato (Solanum tuberosum L.) and eggplant (Solanum melongena L.). One of the species, Jerusalem cherry (Solanum pseudocapcicum L.) is grown as a house plant for its compact form and small round berries which turn bright red at maturity. The tomato (Lycopercison esculentum Mill.) is also a related plant. Included in this entry are descriptions of Black Nightshade, Bittersweet Nightshade, Silverleaf Nightshade, and Horse Nettle. Horse Nettle also has its own expanded entry, and other related species may be found under their own names.
Bittersweet Nightshade (S. dulcamara)
Bittersweet nightshade is also known as European bittersweet or climbing nightshade. This plant grows from rhizomes and is a slender climbing or trailing perennial reaching 6 feet in length. Leaves are alternate, ovate, simple or deeply lobed, 1-1/2 to 4 inches long, and pointed at the tip. Flowers are deep purple or bluish purple with flower stalk arising between the leaf nodes or opposite the leaves. Nearly round fruits turn red when mature and stay on the vines through mid winter.
Black Nightshade (S. nigrum)
Black nightshade is an annual herb with a tap root. Stems are erect and much branched reaching 3 feet tall. Leaves alternate, ovate or lanceolate, and long-stalked. The flower has 5 white petals, sometimes with a yellow inner star, and ranges from 1/4 inch to 3/8 inch across. Berries are round and about 1/4 or so inches across, green, and turn purplish to black when ripe. Immature berries and foliage are toxic, but ripe fruits are reportedly edible.
Plants commonly known as black nightshade may include two native species, American Black Nightshade (S. americanum P. Mill.) and Eastern Black Nightshade (S. ptycanthum Dun.), as well as S. nigrum which was introduced from Europe and is widely naturalized. Solanum ptycanthum may be more commonly found in the midwest since S. americanum appears to be more concentrated in the southern states.
Horse Nettle, Bull Nettle (S. carolinense) ?
A perennial with a deep taproot and rhizome below ground. Its stem and leaves have yellowish spines and sometimes are hairy. Leaves are alternate and ovate with irregularly wavy or lobed margins. Flowers appear in June to August, are light purple to white, 3/4 to 1 inch across, and in short racemes near the top of the plant. Petals are united with 5 points at the margin. Fruits are globose, about 1/2 inch in diameter and yellow when mature. Yellow or brownish seeds are numerous, and irregularly circular, about 1/8 inch across. 
Silverleaf Nightshade or White Horse-Nettle (S. elaeagnifolium)
This perennial herb gets its common name because of its silvery appearance caused by the numerous fine hairs. Its thick, lanceolate leaves are wavy and roughly indented (sinuate). The stems and parts of the leaves have short stiff spines. The flowers appear at the end of branches and have petals which are pale to deep blue or lavender in color."
"Nightshade, Solanum"	"Clinical_Signs"	"Clinical signs vary with irritant effect caused by the intact glycoalkaloid or saponin, and the nervous effects of the alkaloid. Irritant effects include hypersalivation, anorexia, severe gastrointestinal disturbances, with diarrhea that is often early and hemorrhagic. The nervous effects include apathy, drowsiness, depression, confusion, progressive muscular weakness, numbness, dilated pupils, trembling, labored breathing, nasal discharge, rapid heartbeat, weak pulse, bradycardia, central nervous system depression, and incoordination, often accompanied by paralysis of the rear legs. Coma may occur without other nervous signs. High doses may cause intestinal stasis and constipation. Hemolysis and anemia, possibly a result of saponins, have been reported, with renal failure in severe cases. Terminal signs include unconsciousness, shock, paralysis, coma, circulatory and respiratory depression, and death. The course varies from sudden death to 3-4 days of illness which may terminate in death or recovery. In less acutely poisoned animals, there may be yellow discoloration of the skin in unpigmented areas, weakness, incoordination, tremors of the rear legs, anemia, rapid heart rate and bloat."
"Nightshade, Solanum"	"Toxic_Principle"	"Many contain the steroidal glycoalkaloid solanine. Upon hydrolysis, a sugar and the alkaloid solanidine are recovered. The free (unconjugated) steroidal alkaloid (the aglycone) is the primary form acting on the nervous system.
Other aglycones present may include dihydrosolanidine, tomatidine and strophanthidin. Toxic properties of these compounds are characteristic of saponins.
Some of these plants also have cardiac effects, e.g., Jerusalem cherry (S. pseudocapsicum) contains an additional alkaloid, solanocapsine, which produces bradycardia.
In some plants, atropine-like constituents predominate, e.g., potato (S. tuberosum), and some strains and stages of black nightshade (S. nigrum)."
"Nightshade, Solanum"	"Conditions_of_Poisoning"	"Poisoning by these Solanum species occurs primarily when animals are confined in overgrazed fields or where nightshade is abundant. The hazard of poisoning varies depending on the plant species, maturity of plants, and other conditions.
Generally, the leaves and green fruits are toxic. Ingestion of juice from wilted leaves may be especially toxic and sometimes deadly. Many cases of poisoning have been reported as a result of eating green berries. Green berries have produced severe intestinal, oral and esophageal lesions in sheep. Cattle reportedly seek out the berries of Solanum species and will eat the green plant, specially when other green forage is unavailable. Silverleaf nightshade (S. eleagnifolium) is exceptional in that the ripe fruit is more toxic than the green. S. eleagnifolium is toxic at only 0.1% of the body weight. Toxicity is not lost upon drying. Solanine content increases up to maturity. Solanine, except in potatoes, is reportedly destroyed by cooking. Potato (S. tuberosum) peelings contain the major portion of the toxic principle in the tuber, and leaves, sprouts and vines. Sun-greened potatoes are especially toxic. Spoiled potatoes and peelings also have caused severe poisoning. Cooking does not appear to destroy all the alkaloids in greened potatoes. Toxicity may vary with the soil, climate and other variables. Animals may browse potato plants or eat sprouted potatoes, leading to problems. "
"Nightshade, Solanum"	"Control"	"Animals should be kept away from fields with heavy infestation of nightshade. Plants should be mowed or pulled up while in flower, and burned. Remove green parts of potatoes before cooking, eat only ripe tubers."
"Nightshade, Solanum"	"Distribution"	"Bittersweet Nightshade (S. dulcamara)
An introduced species from Eurasia, this plant is found in moist ground of low woods, roadsides, fence rows and thickets. It ranges from Nova Scotia to Minnesota through much of the Midwestern states and south to Florida and Texas. In Illinois, this plant is commonly found in the north-eastern counties including Champaign.
Black Nightshade (S. nigrum)
The native species, S. americanum, is usually found in undisturbed habitats or moist open woodlands, stream banks, valleys, fields, roadsides and waste places throughout the east central United States from Maine to Florida and west to Minnesota, Nebraska and Oklahoma. It is found in almost all counties of Illinois. The introduced species, S. nigrum, is rare in Illinois but abundant in some places from Minnesota and the Dakotas to Oklahoma.
Horse Nettle, Bull Nettle (Solanum carolinense L.)
This plant is found in waste spaces or neglected fields, gardens, and roadsides from the Atlantic coast to Texas, north to South Dakota and as far south as Florida. It is a common weed in all counties of Illinois.
Silverleaf Nightshade or White Horse-Nettle (S. eleagnifolium)
Silverleaf Nightshade is found in large colonies in open woodlands, pastures, stream valleys, roadsides and disturbed or waste grounds in the Southwest from Missouri to Kansas, Oklahoma, Texas, Arizona, New Mexico and southwestern Colorado. This plant is found in a a few counties of Illinois, but a similar species (S. carolinense) is easily mistaken for this plant. "
"Nightshade, Solanum"	"state"	"Arizona,Colorado,Florida,Illinois,Kansas,Maine,Minnesota,Missouri,Nebraska,New Mexico,Oklahoma,South Dakota,Texas"
"Northern Black tailed Rattlesnake"	"Class"	"Animals"
"Northern Black tailed Rattlesnake"	"Category"	"Snake"
"Northern Black tailed Rattlesnake"	"Scientific_name"	"Crotalus molossus molossus"
"Northern Black tailed Rattlesnake"	"Size"	"The average size of a mature Northern Black-Tailed Rattlesnake is 2.5 - 4 feet."
"Northern Black tailed Rattlesnake"	"Description"	"The Northern Black-Tailed Rattlesnake is a heavy, thick-bodied snake. Its body color varies and may be greenish, yellow, or grey. The top of the head/nose is usually dark brown or black. Dark, irregular shaped blotches form a pattern along the snake's back. These blotches often have a lighter colored center. The blotches form into a banding pattern as it nears the tail. The tail, as the snakes name suggests, is solid black. The end of the tail has a rattle on it.
The Northern Black-Tailed Rattlesnake has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Northern Black-Tailed Rattlesnake has a large, triangular head that is wider than the neck when viewed from above."
"Northern Black tailed Rattlesnake"	"Distribution"	"In the United States, the Northern Black-tailed Rattlesnake is found in Arizona, New Mexico, and Texas."
"Northern Black tailed Rattlesnake"	"state"	"Arizona,New Mexico,Texas"
"Northern Black Widow"	"Class"	"Bugs"
"Northern Black Widow"	"Category"	"Spider"
"Northern Black Widow"	"Scientific_name"	"Latrodectus variolus"
"Northern Black Widow"	"Size"	"The average size of mature, female Northern Black Widow spiders is approximately .5 inch, with a leg span of 1.5 to 2 inches. Mature, male Northern Black Widow spiders are much smaller - approximately 1/3 the size of the female."
"Northern Black Widow"	"Description"	"Northern Black Widow spiders are a glossy jet-black, with a bright-red hourglass marking on the underside of their abdomen. The hourglass of the Northern Black Widow is typically incomplete, with the bottom half and top half separated. The bottom half (farthest from the head) is typically more rounded, rather than triangular. The Northern Black Widow will typically have a row of red dots running down the top of its abdomen, with white stripes running diagonally down the sides of the abdomen.
In addition to the typical hourglass marking on the underside of their abdomen, immature Black Widow spiders can vary greatly in the way they are marked on the top of their back. Typically they have red or white spots running down the middle of their back and white stripes running diagonally down the sides of the abdomen. In the Nothern Black Widow these markings are often retained as they mature."
"Northern Black Widow"	"Distribution"	"The Northern Black Widow is found throughout the eastern United States, sharing much of the same area as the Southern Black Widow, but found more often in the northern United States. Outside of the United States, the Northern Black Widow is found in Canada."
"Northern Black Widow"	"Notes"	"As with all widow spiders, only the female of the species is considered dangerous. The much smaller male is considered harmless. Northern Black Widow spiders are nocturnal, which means they are active during the nighttime. They spend most of their time hanging \upside down\ in their web, which often makes the hourglass marking immediately visible.
Northern Black Widow spiders are typically not aggressive, and bite as a defensive measure when they are attacked or feel threatened. They will often retreat into hiding, but are more protective of their web when there are egg sacs present.
Web
The web of the Northern Black Widow does not resemble the typical spider's web, such as the garden spider's web, that is often associated with spiders. It instead resembles a cobweb, constructed of very strong white silk. The web will often be constructed under rocks or logs, or in large cracks and crevices, where it will be dark and the web will be protected from the weather. Webs will sometimes be constructed on lawn furniture, wood piles, sheds, barns, and in garages as well."
"Northern Black Widow"	"state"	"Alabama,Arkansas,Connecticut,Delaware,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,New Hampshire,New Jersey,New York,North Carolina,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin"
"Northern Copperhead"	"Class"	"Animals"
"Northern Copperhead"	"Category"	"Snake"
"Northern Copperhead"	"Scientific_name"	"Agkistrodon contortrix mokasen"
"Northern Copperhead"	"Size"	"The average size of a mature Northern Copperhead is 2-3 feet in length. Some reach up to 4 feet in length."
